id,name,real_x,real_y,real_z,temperature,humidity,speed_of_sound,beamforming_max_x,beamforming_max_y,beamforming_max_z,beamforming_dist,beamforming_dist_xy,x_mean,y_mean,z_mean,s_mean,std_x,std_y,std_z,std_s,iqr_dist,coord_std,coord_std_xy,mean_dist,median_dist,mean_dist_xy,median_dist_xy,mean_diff_x,mean_diff_y,mean_diff_z,accuracy_1cm,accuracy_1cm_xy,accuracy_2cm,accuracy_2cm_xy,accuracy_5cm,accuracy_5cm_xy,accuracy_10cm,accuracy_10cm_xy,accuracy_15cm,accuracy_15cm_xy,accuracy_20cm,accuracy_20cm_xy,accuracy_30cm,accuracy_30cm_xy,accuracy_40cm,accuracy_40cm_xy,accuracy_50cm,accuracy_50cm_xy,accuracy_60cm,accuracy_60cm_xy,mae_x,mae_y,mae_z,mae_xy,mae_coord
1,"Group 4, Number 1",0.0,0.005,1.54,22.684824902723733,49.15388723582818,416.03648248901015,0.0,0.0,1.4,0.14008925726121912,0.14008925726121912,0.036852865565668594,-0.04497250166534883,1.5479226270348836,126.80112615116282,0.03985474938806362,0.04865524203751195,0.037604087796712635,1.10629344801964,0.05033887436873483,0.0420380264074294,0.044254995712787785,0.0870806081807105,0.0817022761770856,0.07795499592838061,0.0721044597257139,0.04432483873834301,0.0554035233701744,0.0299619177325581,0.0,0.011627906976744186,0.0,0.011627906976744186,0.1744186046511628,0.27906976744186046,0.6976744186046512,0.7441860465116279,0.9534883720930233,0.9534883720930233,0.9767441860465116,0.9883720930232558,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04432483873834301,0.05540352337017441,0.02996191773255815,0.04986418105425871,0.04323009328035852
2,"Group 4, Number 2",-0.595,0.005,1.54,22.813000686655982,49.250019073777366,416.7740733649628,-0.5,0.0,0.85,0.6965270992574518,0.6965270992574518,-0.5553430634011628,0.029165582597209305,1.442362802034884,123.64711993023255,0.08233656841401166,0.03105549301941196,0.051864635687538796,1.149557894598453,0.06472707392887433,0.05508556570698747,0.05669603071671181,0.13711363406499863,0.13487690399156788,0.08438090085648416,0.07110717664233615,0.07363851485465113,0.028811689377790675,0.0991106159883721,0.0,0.011627906976744186,0.023255813953488372,0.06976744186046512,0.046511627906976744,0.2558139534883721,0.2558139534883721,0.6627906976744186,0.6511627906976745,0.8837209302325582,0.8372093023255814,0.9651162790697675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07363851485465117,0.02881168937779068,0.09911061598837215,0.051225102116220916,0.06718694007360466
3,"Group 4, Number 3",-0.86,0.005,1.54,22.869077592126345,49.23170824750133,417.0170914752206,-0.3999999999999999,0.0,1.4,0.48085860707696615,0.48085860707696615,-0.7494787502616278,-0.04378326796947672,1.32551075494186,123.1677032093023,0.06451107287316175,0.032130955979928176,0.07048155985486076,1.1765618797475157,0.06330202861359069,0.05570786290265023,0.04832101442654496,0.26143373268821823,0.25181169503159184,0.12859396444070967,0.1145561190075455,0.11126157415697666,0.05183665337470928,0.2144892450581395,0.0,0.0,0.0,0.0,0.0,0.05813953488372093,0.0,0.313953488372093,0.011627906976744186,0.7093023255813954,0.06976744186046512,0.8953488372093024,0.8255813953488372,0.9883720930232558,0.9883720930232558,1.0,1.0,1.0,1.0,1.0,0.1112615741569767,0.05183665337470928,0.21448924505813952,0.081549113765843,0.12586249086327517
4,"Group 4, Number 4",-1.115,0.005,1.54,22.938506141756307,49.23933775844968,417.3594919210785,-0.7,0.0,1.2,0.5365165421494477,0.5365165421494477,-0.6306289966104651,-0.001845417221337207,1.450902373255814,122.40985502034887,0.13705373705378882,0.06966033467554529,0.10521708721519334,1.0212298275880698,0.06796220484465504,0.10397705298150915,0.10335703586466705,0.5091010095154,0.47494949412634,0.48897460432167855,0.45749000315661004,0.4843710033895348,0.048816108368779025,0.12644498953488367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.046511627906976744,0.1744186046511628,0.6976744186046512,0.7325581395348837,0.8837209302325582,0.8837209302325582,0.4843710033895348,0.04881610836877904,0.1264449895348837,0.266593555879157,0.21987736709773256
5,"Group 4, Number 5",-0.985,0.005,1.54,22.938506141756307,49.24086366063935,417.3615516784522,-1.45,0.0,0.04999999999999982,1.5608811613957037,1.5608811613957037,-0.6681179194186045,0.03826962107578488,1.3851234819767444,121.93105393313952,0.06300873223099751,0.036893899586238996,0.04338359468600221,1.1535163072189583,0.05440726056417444,0.047762075501079575,0.04995131590861825,0.3611359071882967,0.3551742721044115,0.32060568312421744,0.31737562284458565,0.3168820805813953,0.04027618673624997,0.1548765180232558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.08139534883720931,0.3488372093023256,0.813953488372093,0.9418604651162791,0.9883720930232558,0.9883720930232558,1.0,1.0,0.31688208058139533,0.04027618673624999,0.1548765180232558,0.17857913365882266,0.17067826178030035
6,"Group 4, Number 6",0.0,0.005,1.909,22.95185778591592,49.24391546501869,417.4296527586118,0.050000000000000044,0.0,-0.5,2.4095240193864016,2.4095240193864016,0.05172019598127907,-0.03076060526395347,1.5572358718023256,124.59579039244186,0.044543116913668045,0.06215792633650248,0.03642416829175956,1.0048167156132723,0.039569486601208514,0.04770840384731003,0.05335052162508526,0.3657353687297267,0.36475171220243197,0.08786066397826511,0.07917401535402249,0.06036342802895347,0.05012972999999996,0.3517641281976744,0.0,0.011627906976744186,0.0,0.03488372093023256,0.0,0.13953488372093023,0.0,0.6744186046511628,0.0,0.9069767441860465,0.0,0.9534883720930233,0.023255813953488372,1.0,0.8255813953488372,1.0,1.0,1.0,1.0,1.0,0.06036342802895347,0.05012972999999996,0.35176412819767444,0.05524657901447672,0.15408576207554261
7,"Group 4, Number 7",0.0,0.005,1.805,22.981231403067056,49.25917448691538,417.5911739706719,0.050000000000000044,-0.04999999999999982,-0.5,2.306198170149304,2.306198170149304,0.013888728005313579,-0.05519874511002905,1.5602126238372092,124.59823585755814,0.053366576050202806,0.05078442572284678,0.039901230035727514,1.0556729305853865,0.05337094019976635,0.0480174106029257,0.052075500886524795,0.26350576018708893,0.2641329564793265,0.08270026985887081,0.07295925676790645,0.03876445863089495,0.06549520696758719,0.2447873761627906,0.0,0.0,0.0,0.046511627906976744,0.0,0.23255813953488372,0.0,0.7325581395348837,0.0,0.9069767441860465,0.011627906976744186,0.9651162790697675,0.872093023255814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03876445863089495,0.0654952069675872,0.24478737616279062,0.052129832799241084,0.11634901392042425
8,"Group 4, Number 8",0.0,0.005,1.67,23.00793469138628,49.30342565041581,417.77935833716816,0.050000000000000044,0.0,-0.15000000000000013,1.820693549172952,1.820693549172952,0.02331579144264535,-0.030525357541671506,1.5028284191860464,124.27675928488372,0.030214326402741756,0.04523728867420376,0.04677077152515307,1.271896771836998,0.047292791788832195,0.04074079553403286,0.03772580753847276,0.18193128967850614,0.18239681793600754,0.06041508772954835,0.05774824576535415,0.03083966746124998,0.04490850437771799,0.1671715808139534,0.0,0.046511627906976744,0.0,0.08139534883720931,0.0,0.3953488372093023,0.011627906976744186,0.872093023255814,0.22093023255813954,0.9883720930232558,0.6744186046511628,1.0,0.9883720930232558,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03083966746124998,0.044908504377718,0.1671715808139534,0.037874085919483984,0.08097325088430712
9,"Group 4, Number 9",-0.86,0.005,1.67,23.06668192568857,49.295796139467456,418.051783929547,-0.2999999999999998,0.0,1.5,0.5852563540876768,0.5852563540876768,-0.7114768773255814,-0.02365316673360464,1.3702463343023255,123.35485260465113,0.0458687011746659,0.03128299890581876,0.04803229849913109,1.0977661742683398,0.029473365018783393,0.041727999526538585,0.03857585004024233,0.34192631662029044,0.3328331897665059,0.15526704419578957,0.155275466405987,0.14852312267441853,0.03469420838244184,0.29975366569767425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10465116279069768,0.0,0.45348837209302323,0.0,0.8953488372093024,0.03488372093023256,0.9883720930232558,0.9186046511627907,1.0,1.0,1.0,1.0,1.0,0.14852312267441858,0.03469420838244184,0.29975366569767437,0.0916086655284302,0.16099033225151158
10,"Group 5, Number 1",0.0,0.005,2.12,23.15213244831007,49.38582436865797,418.5870917102706,0.0,0.050000000000000044,-0.5,2.6203864218851387,2.6203864218851387,0.0061501597418604685,0.15937450305784884,1.5911335813953489,124.27453210755817,0.06584870622704438,0.05370703514026489,0.06114856927943581,1.0857236835892954,0.0740517303732321,0.06023477021558169,0.05977787068365463,0.5580104281080266,0.5588218347708023,0.16857942058051936,0.1718781875645103,0.05159482939883717,0.1543745030578488,0.5288664186046511,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.10465116279069768,0.0,0.313953488372093,0.0,0.7093023255813954,0.0,0.9883720930232558,0.0,1.0,0.16279069767441862,1.0,0.8023255813953488,1.0,0.05159482939883717,0.1543745030578488,0.5288664186046512,0.102984666228343,0.2449452503537791
