id,name,real_x,real_y,real_z,temperature,humidity,speed_of_sound,beamforming_max_x,beamforming_max_y,beamforming_max_z,beamforming_dist,beamforming_dist_xy,x_mean,y_mean,z_mean,s_mean,std_x,std_y,std_z,std_s,iqr_dist,coord_std,coord_std_xy,mean_dist,median_dist,mean_dist_xy,median_dist_xy,mean_diff_x,mean_diff_y,mean_diff_z,accuracy_1cm,accuracy_1cm_xy,accuracy_2cm,accuracy_2cm_xy,accuracy_5cm,accuracy_5cm_xy,accuracy_10cm,accuracy_10cm_xy,accuracy_15cm,accuracy_15cm_xy,accuracy_20cm,accuracy_20cm_xy,accuracy_30cm,accuracy_30cm_xy,accuracy_40cm,accuracy_40cm_xy,accuracy_50cm,accuracy_50cm_xy,accuracy_60cm,accuracy_60cm_xy,mae_x,mae_y,mae_z,mae_xy,mae_coord
1,"Group 4, Number 1",0.0,0.005,1.54,22.684824902723733,49.15388723582818,416.03648248901015,0.050000000000000044,-0.04999999999999982,1.5,0.08440971508067059,0.08440971508067059,0.06997817195793603,-0.0953652268215116,1.5544273668604653,125.84474703488372,0.05877614386445178,0.05028667072520581,0.02076851054770655,1.1807032156094928,0.06938412811520792,0.043277108379121375,0.05453140729482879,0.13724510420308814,0.13747267487805653,0.13487942980261342,0.13525763861666762,0.0796275243242151,0.10088115664127906,0.019129137209302257,0.0,0.0,0.011627906976744186,0.011627906976744186,0.023255813953488372,0.03488372093023256,0.26744186046511625,0.26744186046511625,0.6511627906976745,0.6511627906976745,0.8372093023255814,0.8372093023255814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0796275243242151,0.10088115664127906,0.019129137209302306,0.0902543404827471,0.06654593939159884
2,"Group 4, Number 2",-0.595,0.005,1.54,22.813000686655982,49.250019073777366,416.7740733649628,-0.19999999999999996,-0.1499999999999999,1.5,0.4262041764225217,0.4262041764225217,-0.11833476119098836,-0.0327929069226744,1.5517695412790695,123.47319677325578,0.06949441297721348,0.060788201903422864,0.01376135515396541,1.2185003637912215,0.07802389865337245,0.04801465667820059,0.06514130744031818,0.48259379820723286,0.47453981176389914,0.4822610625318631,0.47350525910156926,0.4766652388090117,0.05970680175116276,0.015044241860465062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09302325581395349,0.09302325581395349,0.627906976744186,0.627906976744186,0.9534883720930233,0.9534883720930233,0.4766652388090117,0.05970680175116276,0.015044241860465093,0.2681860202800872,0.18380542747354647
3,"Group 4, Number 3",-0.86,0.005,1.54,22.869077592126345,49.23170824750133,417.0170914752206,-0.09999999999999987,-0.09999999999999987,1.5,0.7682610233507882,0.7682610233507882,-0.09982315490203487,-0.02426787064976743,1.5654201476744183,127.06243487500004,0.077412583187064,0.05258174291994786,0.022385637002586473,1.2388853367759471,0.09484237955992048,0.05079332103653278,0.06499716305350593,0.7633045595475894,0.7688950316130163,0.7625424778762376,0.7676127448259964,0.7601768450979651,0.046477341142790674,0.02902106162790691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.023255813953488372,0.7601768450979651,0.04647734114279068,0.029021061627906967,0.403327093120378,0.278558415956221
4,"Group 4, Number 4",-1.115,0.005,1.54,22.938506141756307,49.23933775844968,417.3594919210785,-0.44999999999999996,-0.09999999999999987,1.5,0.6744256815987956,0.6744256815987956,-0.05360782349709302,-0.06442232821773254,1.5513938436046513,121.62838329360467,0.08999560495276307,0.039251842079086115,0.02138387668739554,1.0557444174696018,0.11531906395156288,0.05021044123974824,0.06462372351592459,1.0646390469009137,1.0907758442703046,1.0643566735152001,1.090606337164739,1.061392176502907,0.0704204343607558,0.01874878255813951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.061392176502907,0.0704204343607558,0.018748782558139544,0.5659063054318313,0.38352046447393406
5,"Group 4, Number 5",-0.985,0.005,1.54,22.938506141756307,49.24086366063935,417.3615516784522,-0.2999999999999998,-0.04999999999999982,1.5,0.6883676343350261,0.6883676343350261,-0.14772795553895343,-0.12725114903418602,1.5591533857558137,124.73973070348838,0.11574380981260059,0.06463605224191993,0.020412860039679306,1.1676880529497822,0.12452288930299493,0.06693090736473327,0.09018993102726025,0.850275339202584,0.8824003895255964,0.8498147299094005,0.8823875651382072,0.8372720444610464,0.13307047141209302,0.023028360755813868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06976744186046512,0.06976744186046512,0.8372720444610464,0.13307047141209302,0.023028360755813895,0.48517125793656984,0.3311236255429845
6,"Group 4, Number 6",0.0,0.005,1.909,22.95185778591592,49.24391546501869,417.4296527586118,0.0,-0.04999999999999982,1.5,0.4126814752324121,0.4126814752324121,0.05800693895058138,-0.08832030473328484,1.5614186090116278,128.7599668575581,0.0600771566825947,0.04794188021515606,0.01984953391128451,0.9481369345006628,0.0326214113007921,0.04262285693634509,0.05400951844887538,0.37222312148526643,0.3701902141691879,0.12290364849239954,0.1192818429957018,0.0690392856598837,0.09338395135944766,0.3475813909883721,0.0,0.011627906976744186,0.0,0.011627906976744186,0.0,0.08139534883720931,0.0,0.3488372093023256,0.0,0.7093023255813954,0.0,0.9302325581395349,0.0,1.0,0.8953488372093024,1.0,1.0,1.0,1.0,1.0,0.0690392856598837,0.09338395135944765,0.3475813909883722,0.08121161850966567,0.1700015426692345
7,"Group 4, Number 7",0.0,0.005,1.805,22.981231403067056,49.25917448691538,417.5911739706719,0.0,-0.04999999999999982,1.5,0.30991934434623464,0.30991934434623464,0.018619454833953476,-0.09751565874476742,1.5454057084302324,127.00601827034882,0.057982115088336984,0.062246012126651845,0.02015886886561515,1.2084668649558108,0.03831624119431204,0.04679566536020133,0.06011406360749441,0.2913015823235138,0.2897969637732916,0.12391210829594276,0.11827901047368765,0.04794865692186043,0.10581809509651159,0.2595942915697674,0.0,0.0,0.0,0.011627906976744186,0.0,0.05813953488372093,0.0,0.3372093023255814,0.0,0.7209302325581395,0.0,0.9186046511627907,0.627906976744186,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04794865692186043,0.10581809509651159,0.25959429156976743,0.07688337600918603,0.13778701452937983
8,"Group 4, Number 8",0.0,0.005,1.67,23.00793469138628,49.30342565041581,417.77935833716816,0.050000000000000044,-0.04999999999999982,1.5,0.1855397531527946,0.1855397531527946,0.05890321360406976,-0.019754758060755804,1.5435021226744188,126.68554061918604,0.06392975475878021,0.058414229808204834,0.021356714452530394,1.1206686154913303,0.024551769878261492,0.047900233006505144,0.06117199228349252,0.16472732084856986,0.15916929613314015,0.10001792629626655,0.1004848083273043,0.07333235880174417,0.051077695763081375,0.12649787732558132,0.0,0.0,0.0,0.011627906976744186,0.0,0.10465116279069768,0.023255813953488372,0.47674418604651164,0.20930232558139536,0.8953488372093024,0.8837209302325582,0.9883720930232558,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07333235880174417,0.05107769576308138,0.12649787732558132,0.06220502728241278,0.08363597729680229
9,"Group 4, Number 9",-0.86,0.005,1.67,23.06668192568857,49.295796139467456,418.051783929547,0.0,-0.04999999999999982,1.5,0.878364958317441,0.878364958317441,0.055284020894767416,-0.00027131961947673695,1.5650158168604649,126.13923948546511,0.05965732924911888,0.04349193226784459,0.01802868060623881,1.3207567478878615,0.08168882266776367,0.04039264737440076,0.05157463075848173,0.9225150844981715,0.9179018398106136,0.9163178996937129,0.9122338290868873,0.9152840208947677,0.03522313672296508,0.10498418313953471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9152840208947677,0.035223136722965086,0.10498418313953475,0.4752535788088662,0.3518304469190891
10,"Group 5, Number 1",0.0,0.005,2.12,23.15213244831007,49.38582436865797,418.5870917102706,-0.04999999999999982,-0.04999999999999982,1.5,0.6244397488949595,0.6244397488949595,0.07519052591947673,-0.12196556116773254,1.5500392781976744,126.21755497965118,0.05913301419844542,0.08314032928628645,0.01634703055246796,1.0007374120700427,0.03397166466726409,0.05287345801239993,0.07113667174236593,0.5969209303375256,0.5946779854941018,0.1641758203523933,0.16016133117682818,0.08008478833052322,0.13025422983052326,0.5699607218023257,0.0,0.0,0.0,0.011627906976744186,0.0,0.046511627906976744,0.0,0.1744186046511628,0.0,0.43023255813953487,0.0,0.686046511627907,0.0,0.9534883720930233,0.0,1.0,0.0,1.0,0.627906976744186,1.0,0.08008478833052322,0.13025422983052323,0.5699607218023257,0.10516950908052324,0.2600999133211241
